,url,competitors,time,1,x,2
0,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255394&lang=en,VFL Copenhagen - VFL Ankara,2021-02-28 20:50:53,2.05,3.1,3.5
1,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255406&lang=en,VFL Vienna - VFL Zagreb,2021-02-28 20:50:53,4.8,2.75,1.9
2,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255392&lang=en,VFL Oslo - VFL Stockholm,2021-02-28 20:50:53,1.45,4.25,5.5
3,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255402&lang=en,VFL Amsterdam - VFL Lisbon,2021-02-28 20:50:53,1.7,3.35,4.7
4,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255396&lang=en,VFL Paris - VFL Bern,2021-02-28 20:50:53,1.6,4.1,4.35
5,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255398&lang=en,VFL Madrid - VFL Edinburgh,2021-02-28 20:50:53,1.2,6.0,9.5
6,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255400&lang=en,VFL Berlin - VFL Rome,2021-02-28 20:50:58,1.8,4.0,3.35
7,https://rgs.betradar.com/bgw-services-af-rest/rest/bookmakers/27/markets?key=pK9saJZcyZRVRgZ9&ptype=vfl&event=event://uniform.sportradar.com/vfl/1252255404&lang=en,VFL London - VFL Athens,2021-02-28 20:50:58,1.5,4.0,5.5
